UID,GUID,TSCSystemKey,ProjectId,Ethid,LangID,Type,ProjectName,TSCRptName,TitleName,WebProductList,SponsorBeginYr,CurrEndYr,ActiveFlag,ReqFundingFlag,MktAsClusterFlag,Region,WebCountry,TSCPopTotal,PrayerCommits,PrayerCommitNeed,PrayerCommitGoal,LifetimeGivingAndPledgeBal,LifetimeOpp,LifetimeTotalNeed
28500-,UID2850000000,28500,28500,NULL,NULL,Project,Ichen NT,NULL,Ichen NT,Full New Testament Jesus Film Old Testament Portions-not Genesis,2008,2016,Y,Y,N,Africa,Nigeria,50000,4,6,10,128531.44,0,128531.44
25410-,UID2541000000,25410,25410,NULL,NULL,Project,Ika OT,NULL,Ika OT,Full Old Testament Jesus Film,2002,2017,Y,Y,N,Africa,Africa,345000,7,3,10,185740.88,0,185740.88
20327-,UID2032700000,20327,20327,NULL,NULL,Project,Ikom Cluster,NULL,Ikom Cluster,A Gospel Jesus Film,2017,2021,Y,Y,Y,Africa,Nigeria,190040,14,56,70,0,759820.79,759820.79
20327-19571,UID2032719571,2032701988,20327,19571,1988,Language,Ikom Cluster,Alege,Ikom Cluster-Alege,A Gospel Jesus Film,2017,2021,Y,Y,N,Africa,Nigeria,16300,2,8,10,0,108545.83,108545.83
20327-19573,UID2032719573,2032701990,20327,19573,1990,Language,Ikom Cluster,Ukpe,Ikom Cluster-Ukpe,A Gospel Jesus Film,2017,2021,Y,Y,N,Africa,Nigeria,21500,2,8,10,0,108545.83,108545.83
20327-19574,UID2032719574,2032701991,20327,19574,1991,Language,Ikom Cluster,Abanyom,Ikom Cluster-Abanyom,A Gospel Jesus Film,2017,2021,Y,Y,N,Africa,Nigeria,24400,2,8,10,0,108545.83,108545.83
20327-19575,UID2032719575,2032701992,20327,19575,1992,Language,Ikom Cluster,Nde-Nsele-Nta,Ikom Cluster-Nde-Nsele-Nta,A Gospel Jesus Film,2017,2021,Y,Y,N,Africa,Nigeria,19500,2,8,10,0,108545.83,108545.83
20327-19577,UID2032719577,2032701994,20327,19577,1994,Language,Ikom Cluster,Ekparabong,Ikom Cluster-Ekparabong,A Gospel Jesus Film,2017,2021,Y,Y,N,Africa,Nigeria,7340,2,8,10,0,108545.83,108545.83
20327-19578,UID2032719578,2032701995,20327,19578,1995,Language,Ikom Cluster,Nkome,Ikom Cluster-Nkome,A Gospel Jesus Film,2017,2021,Y,Y,N,Africa,Nigeria,1000,2,8,10,0,108545.83,108545.83
20327-19685,UID2032719685,2032702102,20327,19685,2102,Language,Ikom Cluster,Ofonokpan,Ikom Cluster-Ofonokpan,A Gospel Jesus Film,2017,2021,Y,Y,N,Africa,Nigeria,100000,2,8,10,0,108545.83,108545.83
20374-,UID2037400000,20374,20374,NULL,NULL,Project,Ikposso,NULL,Ikposso,New Testament Portions-not a Gospel,2016,2018,Y,Y,N,Africa,Togo,162500,2,8,10,44799.35,104947.59,149746.94
50764-,UID5076400000,50764,50764,NULL,NULL,Project,IKU,NULL,IKU,New Testament Portions-not a Gospel,2015,2018,Y,Y,N,Americas,Colombia,46000,5,5,10,100643.94,41632.02,142275.96
20755-,UID2075500000,20755,20755,NULL,NULL,Project,Ikwerre,NULL,Ikwerre,Bible Stories Genesis Old Testament Portions-not Genesis,2016,2019,Y,Y,N,Africa,Nigeria,2500000,3,7,10,9788.81,135605.33,145394.14
20255-,UID2025500000,20255,20255,NULL,NULL,Project,Ilchamus,NULL,Ilchamus,A Gospel Bible Stories Jesus Film New Testament Portions-not a Gospel,2015,2018,Y,Y,N,Africa,Kenya,30000,5,5,10,171579.54,7640.42,179219.96
20544-,UID2054400000,20544,20544,NULL,NULL,Project,Imoja,NULL,Imoja,Genesis New Testament Portions-not a Gospel,2014,2017,Y,Y,N,Africa,Africa,312000,3,7,10,132360.28,1071.24,133431.52
72900-,UID7290000000,72900,72900,NULL,NULL,Project,Isles of the Sea IG-NT-OT Cluster,NULL,Isles of the Sea IG-NT-OT Cluster,Full Bible Full New Testament Full Old Testament Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2010,2019,Y,Y,Y,Pacific,Pacific Islands,41200,540,0,220,423955.97,68066.6,492022.57
72900-3068,UID7290003068,7290000165,72900,3068,165,Language,Isles of the Sea IG-NT-OT Cluster,Pa'umotu,Isles of the Sea IG-NT-OT Cluster-Pa'umotu,Full Bible Full New Testament Full Old Testament Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2005,2013,Y,Y,N,Pacific,Pacific Islands,14300,30,0,10,0,2797.83,2797.83
72900-5888,UID7290005888,7290000420,72900,5888,420,Language,Isles of the Sea IG-NT-OT Cluster,Mwoakilloa,Isles of the Sea IG-NT-OT Cluster-Mwoakilloa,Full Bible Full New Testament Full Old Testament Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2012,2013,Y,Y,N,Pacific,Pacific Islands,1050,30,0,10,0,2797.83,2797.83
72900-5892,UID7290005892,7290000422,72900,5892,422,Language,Isles of the Sea IG-NT-OT Cluster,Nukuoro,Isles of the Sea IG-NT-OT Cluster-Nukuoro,Full Bible Full New Testament Full Old Testament Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2010,2013,Y,Y,N,Pacific,Pacific Islands,850,30,0,10,0,2797.83,2797.83
72900-5894,UID7290005894,7290000423,72900,5894,423,Language,Isles of the Sea IG-NT-OT Cluster,Pingelap,Isles of the Sea IG-NT-OT Cluster-Pingelap,Full Bible Full New Testament Full Old Testament Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2012,2013,Y,Y,N,Pacific,Pacific Islands,500,30,0,10,0,2797.83,2797.83
72900-5897,UID7290005897,7290000425,72900,5897,425,Language,Isles of the Sea IG-NT-OT Cluster,Satawal,Isles of the Sea IG-NT-OT Cluster-Satawal,Full Bible Full New Testament Full Old Testament Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2011,2013,Y,Y,N,Pacific,Pacific Islands,500,30,0,10,0,2797.83,2797.83
72900-5899,UID7290005899,7290000427,72900,5899,427,Language,Isles of the Sea IG-NT-OT Cluster,Woleai,Isles of the Sea IG-NT-OT Cluster-Woleai,Full Bible Full New Testament Full Old Testament Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2009,2013,Y,Y,N,Pacific,Pacific Islands,3000,30,0,10,0,2797.83,2797.83
72900-7092,UID7290007092,7290000563,72900,7092,563,Language,Isles of the Sea IG-NT-OT Cluster,Sonsorol,Isles of the Sea IG-NT-OT Cluster-Sonsorol,Full Bible Full New Testament Full Old Testament Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2013,2013,Y,Y,N,Pacific,Pacific Islands,600,30,0,10,0,2797.83,2797.83
72900-7093,UID7290007093,7290000564,72900,7093,564,Language,Isles of the Sea IG-NT-OT Cluster,Tobi,Isles of the Sea IG-NT-OT Cluster-Tobi,Full Bible Full New Testament Full Old Testament Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2013,2013,Y,Y,N,Pacific,Pacific Islands,200,30,0,10,0,2797.83,2797.83
72900-7675,UID7290007675,7290000602,72900,7675,602,Language,Isles of the Sea IG-NT-OT Cluster,Nukuria,Isles of the Sea IG-NT-OT Cluster-Nukuria,Full Bible Full New Testament Full Old Testament Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2011,2013,Y,Y,N,Pacific,Pacific Islands,550,30,0,10,0,2797.83,2797.83
72900-7676,UID7290007676,7290000603,72900,7676,603,Language,Isles of the Sea IG-NT-OT Cluster,Nukumanu,Isles of the Sea IG-NT-OT Cluster-Nukumanu,Full Bible Full New Testament Full Old Testament Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2005,2013,Y,Y,N,Pacific,Pacific Islands,730,30,0,10,0,2797.83,2797.83
72900-7813,UID7290007813,7290000612,72900,7813,612,Language,Isles of the Sea IG-NT-OT Cluster,Takuu,Isles of the Sea IG-NT-OT Cluster-Takuu,Full Bible Full New Testament Full Old Testament Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2005,2013,Y,Y,N,Pacific,Pacific Islands,950,30,0,10,0,2797.83,2797.83
72900-8701,UID7290008701,7290000669,72900,8701,669,Language,Isles of the Sea IG-NT-OT Cluster,Rennell Bellona,Isles of the Sea IG-NT-OT Cluster-Rennell Bellona,Full Bible Full New Testament Full Old Testament Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2012,2013,Y,Y,N,Pacific,Pacific Islands,3200,30,0,10,0,2797.83,2797.83
72900-8714,UID7290008714,7290000672,72900,8714,672,Language,Isles of the Sea IG-NT-OT Cluster,Tikopia,Isles of the Sea IG-NT-OT Cluster-Tikopia,Full Bible Full New Testament Full Old Testament Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2010,2013,Y,Y,N,Pacific,Pacific Islands,3300,30,0,10,0,2797.83,2797.83
72900-9444,UID7290009444,7290000721,72900,9444,721,Language,Isles of the Sea IG-NT-OT Cluster,Niuafo'ou,Isles of the Sea IG-NT-OT Cluster-Niuafo'ou,Full Bible Full New Testament Full Old Testament Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2007,2013,Y,Y,N,Pacific,Pacific Islands,900,30,0,10,0,2797.83,2797.83
20404-,UID2040400000,20404,20404,NULL,NULL,Project,Jaar,NULL,Jaar,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2014,2016,Y,Y,N,Africa,Undisclosed,150000,1,9,10,22702.01,0,22702.01
25420-,UID2542000000,25420,25420,NULL,NULL,Project,Jju OT,NULL,Jju OT,Full Old Testament,2010,2017,Y,Y,N,Africa,Nigeria,500000,3,7,10,157897.61,0,157897.61
20936-,UID2093600000,20936,20936,NULL,NULL,Project,Jubi Riba,NULL,Jubi Riba,Bible Stories,2017,2019,Y,Y,N,Africa,Guinea-Bissau,210000,2,8,10,0,187019.12,187019.12
20976-,UID2097600000,20976,20976,NULL,NULL,Project,Junta Mon,NULL,Junta Mon,A Gospel New Testament Portions-not a Gospel,2017,2019,Y,Y,N,Africa,Guinea-Bissau,8000,1,9,10,0,184798.88,184798.88
26603-,UID2660300000,26603,26603,NULL,NULL,Project,Kambari Cluster 3,NULL,Kambari Cluster 3,Full Old Testament Genesis,2013,2021,Y,Y,Y,Africa,Nigeria,450000,99,0,30,333395.27,621662.6,955057.87
26603-6498,UID2660306498,2660300474,26603,6498,474,Language,Kambari Cluster 3,Agwara,Kambari Cluster 3-Agwara,Full Old Testament Genesis,1997,2021,Y,Y,N,Africa,Nigeria,150000,33,0,10,111131.75,207220.87,318352.62
26603-6876,UID2660306876,2660300547,26603,6876,547,Language,Kambari Cluster 3,Auna,Kambari Cluster 3-Auna,Full Old Testament Genesis,1997,2021,Y,Y,N,Africa,Nigeria,150000,33,0,10,111131.78,207220.86,318352.64
26603-6877,UID2660306877,2660300548,26603,6877,548,Language,Kambari Cluster 3,Salka,Kambari Cluster 3-Salka,Full Old Testament Genesis,1997,2021,Y,Y,N,Africa,Nigeria,150000,33,0,10,111131.75,207220.87,318352.62
26492-,UID2649200000,26492,26492,NULL,NULL,Project,Kamukuio Storying Cluster,NULL,Kamukuio Storying Cluster,Bible Stories,2013,2017,Y,Y,Y,Africa,Angola,196000,9,1,10,391682.75,0,391682.75
26492-10996,UID2649210996,2649200891,26492,10996,891,Language,Kamukuio Storying Cluster,Kwandu,Kamukuio Storying Cluster-Kwandu,Bible Stories,2013,2017,Y,Y,N,Africa,Angola,6000,0,0,10,130560.91,0,130560.91
26492-10997,UID2649210997,2649200892,26492,10997,892,Language,Kamukuio Storying Cluster,Kuvale,Kamukuio Storying Cluster-Kuvale,Bible Stories,2013,2017,Y,Y,N,Africa,Angola,70000,0,0,10,130560.94,0,130560.94
26492-10998,UID2649210998,2649200893,26492,10998,893,Language,Kamukuio Storying Cluster,Humbe,Kamukuio Storying Cluster-Humbe,Bible Stories,2013,2017,Y,Y,N,Africa,Angola,120000,0,0,10,130560.91,0,130560.91
26492-11001,UID2649211001,2649200896,26492,11001,896,Language,Kamukuio Storying Cluster,NULL,Kamukuio Storying Cluster,Bible Stories,2013,2017,Y,Y,N,Africa,Angola,60000,0,0,10,0,0,0
20705-,UID2070500000,20705,20705,NULL,NULL,Project,Karon 2,NULL,Karon 2,Genesis Jesus Film New Testament Portions-not a Gospel,2016,2019,Y,Y,N,Africa,Senegal,16000,4,6,10,41359.74,188639.34,229999.08
30235-,UID3023500000,30235,30235,NULL,NULL,Project,Kawzyaw,NULL,Kawzyaw,A Gospel,2015,2017,Y,Y,N,Asia,undisclosed,6000,3,7,10,71316.12,0,71316.12
70255-,UID7025500000,70255,70255,NULL,NULL,Project,KemPa Cluster,NULL,KemPa Cluster,Bible Stories,2016,2019,Y,Y,Y,Asia,SE Asia,1523900,30,30,60,124582.74,385747.31,510330.05
70255-19113,UID7025519113,7025501521,70255,19113,1521,Language,KemPa Cluster,Pamay,KemPa Cluster-Pamay,Bible Stories,2016,2019,Y,Y,N,Asia,SE Asia,1500000,5,5,10,20755.47,64291.21,85046.68
70255-19115,UID7025519115,7025501523,70255,19115,1523,Language,KemPa Cluster,Muniyo,KemPa Cluster-Muniyo,Bible Stories,2016,2019,Y,Y,N,Asia,SE Asia,1400,5,5,10,20805.47,64291.21,85096.68
70255-19121,UID7025519121,7025501529,70255,19121,1529,Language,KemPa Cluster,Karisi,KemPa Cluster-Karisi,Bible Stories,2016,2019,Y,Y,N,Asia,SE Asia,1000,5,5,10,20755.47,64291.21,85046.68
70255-19303,UID7025519303,7025501713,70255,19303,1713,Language,KemPa Cluster,Kikmi,KemPa Cluster-Kikmi,Bible Stories,2016,2019,Y,Y,N,Asia,SE Asia,500,5,5,10,20755.43,64291.24,85046.67
70255-19304,UID7025519304,7025501714,70255,19304,1714,Language,KemPa Cluster,Lawak,KemPa Cluster-Lawak,Bible Stories,2016,2019,Y,Y,N,Asia,SE Asia,20000,5,5,10,20755.47,64291.21,85046.68
70255-19320,UID7025519320,7025501730,70255,19320,1730,Language,KemPa Cluster,Toudai,KemPa Cluster-Toudai,Bible Stories,2016,2019,Y,Y,N,Asia,SE Asia,1000,5,5,10,20755.43,64291.24,85046.67
26713-,UID2671300000,26713,26713,NULL,NULL,Project,Kenya Sign Language 2,NULL,Kenya Sign Language 2,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2013,2017,Y,Y,N,Africa,Kenya,340000,6,4,10,475984.51,76247.05,552231.56
70245-,UID7024500000,70245,70245,NULL,NULL,Project,Ket-Lik-Ki  Cluster,NULL,Ket-Lik-Ki  Cluster,Genesis Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2015,2018,Y,Y,Y,Asia,SE Asia,25000,9,21,30,115459,186398.23,301857.23
70245-19117,UID7024519117,7024501525,70245,19117,1525,Language,Ket-Lik-Ki  Cluster,Ki,Ket-Lik-Ki  Cluster-Ki,Genesis Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2015,2018,Y,Y,N,Asia,SE Asia,3000,3,7,10,14696,93199.12,107895.12
70245-4128,UID7024504128,7024500317,70245,4128,317,Language,Ket-Lik-Ki  Cluster,Lik,Ket-Lik-Ki  Cluster-Lik,Genesis Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2009,2018,Y,Y,N,Asia,SE Asia,7000,3,7,10,86067,0,86067
70245-4253,UID7024504253,7024500324,70245,4253,324,Language,Ket-Lik-Ki  Cluster,Ketning,Ket-Lik-Ki  Cluster-Ketning,Genesis Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2008,2018,Y,Y,N,Asia,SE Asia,15000,3,7,10,14696,93199.12,107895.12
26122-,UID2612200000,26122,26122,NULL,NULL,Project,Khoekhoegowab OT,NULL,Khoekhoegowab OT,Full Old Testament,2012,2017,Y,Y,N,Africa,Namibia,251200,18,0,10,189203.39,0.07,189203.46
20554-,UID2055400000,20554,20554,NULL,NULL,Project,Kimbundu Kwanza Sul Cluster,NULL,Kimbundu Kwanza Sul Cluster,Bible Stories Full Bible,2016,2019,Y,Y,Y,Africa,Angola,950000,2,8,50,171431.07,99930.99,271362.06
20554-18931,UID2055418931,2055401315,20554,18931,1315,Language,Kimbundu Kwanza Sul Cluster,Kwanza Sul Kibala,Kimbundu Kwanza Sul Cluster-Kwanza Sul Kibala,Bible Stories Full Bible,2016,2018,Y,Y,N,Africa,Angola,950000,2,8,10,171431.07,99930.99,271362.06
30115-,UID3011500000,30115,30115,NULL,NULL,Project,Kinaray - a,NULL,Kinaray - a,Genesis Old Testament Portions-not Genesis,2016,2019,Y,Y,N,Asia,Philippines,1051000,3,7,10,19500,40228.98,59728.98
70216-,UID7021600000,70216,70216,NULL,NULL,Project,Kobas 2,NULL,Kobas 2,Jesus Film New Testament Portions-not a Gospel,2016,2020,Y,Y,N,Asia,SE Asia,4400,2,8,10,0,18007.16,18007.16
25851-,UID2585100000,25851,25851,NULL,NULL,Project,KOM NT Cluster,NULL,KOM NT Cluster,Full New Testament,2011,2018,Y,Y,Y,Africa,Ethiopia,156200,51,0,30,234974,97412.54,332386.54
25851-10971,UID2585110971,2585100867,25851,10971,867,Language,KOM NT Cluster,Konta,KOM NT Cluster-Konta,Full New Testament,2011,2018,Y,Y,N,Africa,Ethiopia,90900,17,0,10,78324.65,32470.85,110795.5
25851-2894,UID2585102894,2585100158,25851,2894,158,Language,KOM NT Cluster,Melo,KOM NT Cluster-Melo,Full New Testament,2011,2018,Y,Y,N,Africa,Ethiopia,20200,17,0,10,78324.66,32470.85,110795.51
25851-2905,UID2585102905,2585100159,25851,2905,159,Language,KOM NT Cluster,Oyda,KOM NT Cluster-Oyda,Full New Testament,2011,2018,Y,Y,N,Africa,Ethiopia,45100,17,0,10,78324.66,32470.85,110795.51
75000-,UID7500000000,75000,75000,NULL,NULL,Project,Kosarek NT,NULL,Kosarek NT,Full New Testament,2012,2019,Y,Y,N,Asia,SE Asia,6000,14,0,10,63338.88,0,63338.88
25651-,UID2565100000,25651,25651,NULL,NULL,Project,Koso IG Cluster,NULL,Koso IG Cluster,A Gospel Genesis Old Testament Portions-not Genesis,2012,2017,Y,N,Y,Africa,Africa,440000,22,0,20,259897.1,0,259897.1
25651-5503,UID2565105503,2565100392,25651,5503,392,Language,Koso IG Cluster,Soroko,Koso IG Cluster-Soroko,A Gospel Genesis Old Testament Portions-not Genesis,2012,2017,Y,N,N,Africa,Africa,240000,11,0,10,129948.55,0,129948.55
25651-5505,UID2565105505,2565100393,25651,5505,393,Language,Koso IG Cluster,Maho,Koso IG Cluster-Maho,A Gospel Genesis Old Testament Portions-not Genesis,2012,2017,Y,N,N,Africa,Africa,200000,11,0,10,129948.55,0,129948.55
70316-,UID7031600000,70316,70316,NULL,NULL,Project,Kubokota,NULL,Kubokota,Full New Testament,2016,2019,Y,Y,N,Pacific,Solomon Islands,2510,1,9,10,4190.68,126368.24,130558.92
20975-,UID2097500000,20975,20975,NULL,NULL,Project,Kuluso Jamtegu,NULL,Kuluso Jamtegu,Jesus Film,2017,2017,Y,Y,N,Africa,Africa,130000,0,10,10,0,45601.35,45601.35
20133-,UID2013300000,20133,20133,NULL,NULL,Project,Kupsapiiny 2,NULL,Kupsapiiny 2,A Gospel New Testament Portions-not a Gospel,2014,2017,Y,Y,N,Africa,Uganda,181000,8,2,10,228284.47,33937.48,262221.95
70124-,UID7012400000,70124,70124,NULL,NULL,Project,Kuri Pasai Cluster,NULL,Kuri Pasai Cluster,A Gospel Jesus Film Old Testament Portions-not Genesis,2015,2019,Y,Y,Y,Asia,SE Asia,75000,30,30,60,249412.31,760984.35,1010396.66
70124-18755,UID7012418755,7012401133,70124,18755,1133,Language,Kuri Pasai Cluster,Sasun,Kuri Pasai Cluster-Sasun,A Gospel Jesus Film Old Testament Portions-not Genesis,2015,2019,Y,Y,N,Asia,SE Asia,6000,5,5,10,41568.73,126830.72,168399.45
70124-18760,UID7012418760,7012401138,70124,18760,1138,Language,Kuri Pasai Cluster,Penro,Kuri Pasai Cluster-Penro,A Gospel Jesus Film Old Testament Portions-not Genesis,2015,2019,Y,Y,N,Asia,SE Asia,10000,5,5,10,41568.73,126830.72,168399.45
70124-18992,UID7012418992,7012401385,70124,18992,1385,Language,Kuri Pasai Cluster,Mando,Kuri Pasai Cluster-Mando,A Gospel Jesus Film Old Testament Portions-not Genesis,2015,2019,Y,Y,N,Asia,SE Asia,5000,5,5,10,41568.7,126830.74,168399.44
70124-18993,UID7012418993,7012401386,70124,18993,1386,Language,Kuri Pasai Cluster,Kiba,Kuri Pasai Cluster-Kiba,A Gospel Jesus Film Old Testament Portions-not Genesis,2015,2019,Y,Y,N,Asia,SE Asia,40000,5,5,10,41568.73,126830.72,168399.45
70124-18994,UID7012418994,7012401387,70124,18994,1387,Language,Kuri Pasai Cluster,Imaba,Kuri Pasai Cluster-Imaba,A Gospel Jesus Film Old Testament Portions-not Genesis,2015,2019,Y,Y,N,Asia,SE Asia,8000,5,5,10,41568.69,126830.74,168399.43
70124-4696,UID7012404696,7012400359,70124,4696,359,Language,Kuri Pasai Cluster,Ayaw,Kuri Pasai Cluster-Ayaw,A Gospel Jesus Film Old Testament Portions-not Genesis,2009,2018,Y,Y,N,Asia,SE Asia,6000,5,5,10,41568.73,126830.72,168399.45
26994-,UID2699400000,26994,26994,NULL,NULL,Project,Kwa Cluster,NULL,Kwa Cluster,A Gospel Full New Testament New Testament Portions-not a Gospel,2014,2016,Y,N,Y,Africa,Côte d'Ivoire,187000,48,0,40,168440.04,0,168440.04
26994-18610,UID2699418610,2699400987,26994,18610,987,Language,Kwa Cluster,Nzima,Kwa Cluster-Nzima,A Gospel Full New Testament New Testament Portions-not a Gospel,2014,2016,Y,N,N,Africa,Côte d'Ivoire,72000,12,0,10,42110.02,0,42110.02
26994-18611,UID2699418611,2699400988,26994,18611,988,Language,Kwa Cluster,Nglwa,Kwa Cluster-Nglwa,A Gospel Full New Testament New Testament Portions-not a Gospel,2014,2016,Y,N,N,Africa,Côte d'Ivoire,30000,12,0,10,42110,0,42110
26994-18612,UID2699418612,2699400989,26994,18612,989,Language,Kwa Cluster,Aboure,Kwa Cluster-Aboure,A Gospel Full New Testament New Testament Portions-not a Gospel,2014,2016,Y,N,N,Africa,Côte d'Ivoire,60000,12,0,10,42110.02,0,42110.02
26994-18613,UID2699418613,2699400990,26994,18613,990,Language,Kwa Cluster,Avikam,Kwa Cluster-Avikam,A Gospel Full New Testament New Testament Portions-not a Gospel,2014,2016,Y,N,N,Africa,Côte d'Ivoire,25000,12,0,10,42110,0,42110
20324-,UID2032400000,20324,20324,NULL,NULL,Project,Lahido,NULL,Lahido,Old Testament Portions-not Genesis,2016,2019,Y,Y,N,Africa,West Africa,100000,3,7,10,26297.96,120736.04,147034
21064-,UID2106400000,21064,21064,NULL,NULL,Project,Laka,NULL,Laka,A Gospel New Testament Portions-not a Gospel,2014,2017,Y,Y,N,Africa,Chad,55100,3,7,10,149408.08,10630.71,160038.79
50173-,UID5017300000,50173,50173,NULL,NULL,Project,LIBRAS,NULL,LIBRAS,Bible Stories,2013,2018,Y,Y,N,Americas,Brazil,3000000,14,0,10,183922.28,0,183922.28
28800-,UID2880000000,28800,28800,NULL,NULL,Project,Lis ma Ron NT,NULL,Lis ma Ron NT,Full New Testament Jesus Film Old Testament Portions-not Genesis,2008,2017,Y,Y,N,Africa,Nigeria,75000,9,1,10,190501.63,0,190501.63
25570-,UID2557000000,25570,25570,NULL,NULL,Project,Lokaa OT,NULL,Lokaa OT,Full Old Testament,2010,2017,Y,Y,N,Africa,Nigeria,350000,5,5,10,110552.18,39257.27,149809.45
70154-,UID7015400000,70154,70154,NULL,NULL,Project,Lopamo Cluster,NULL,Lopamo Cluster,A Gospel Jesus Film Old Testament Portions-not Genesis,2016,2019,Y,Y,Y,Asia,SE Asia,20310,3,7,10,345866.89,29581.1,375447.99
70154-18762,UID7015418762,7015401140,70154,18762,1140,Language,Lopamo Cluster,Fogwim,Lopamo Cluster-Fogwim,A Gospel Jesus Film Old Testament Portions-not Genesis,2015,2019,Y,Y,N,Asia,SE Asia,15000,0,0,10,115288.97,9860.36,125149.33
70154-18763,UID7015418763,7015401141,70154,18763,1141,Language,Lopamo Cluster,Salget,Lopamo Cluster-Salget,A Gospel Jesus Film Old Testament Portions-not Genesis,2015,2019,Y,Y,N,Asia,SE Asia,3310,0,0,10,115288.97,9860.36,125149.33
70154-18765,UID7015418765,7015401143,70154,18765,1143,Language,Lopamo Cluster,Twagl,Lopamo Cluster-Twagl,A Gospel Jesus Film Old Testament Portions-not Genesis,2015,2019,Y,Y,N,Asia,SE Asia,2000,0,0,10,115288.95,9860.38,125149.33
70306-,UID7030600000,70306,70306,NULL,NULL,Project,Luqa,NULL,Luqa,Full Old Testament,2016,2019,Y,Y,N,Pacific,Solomon Islands,3000,3,7,10,4469.32,117978.89,122448.21
20163-,UID2016300000,20163,20163,NULL,NULL,Project,Ma'di South 2,NULL,Ma'di South 2,Genesis New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2016,2018,Y,Y,N,Africa,Uganda,54723,4,6,10,27207.5,165365.32,192572.82
25039-,UID2503900000,25039,25039,NULL,NULL,Project,Majang NT,NULL,Majang NT,Full New Testament Genesis,2009,2016,Y,N,N,Africa,Ethiopia,40000,10,0,10,247088.51,22893.7,269982.21
21236-,UID2123600000,21236,21236,NULL,NULL,Project,Makonde OT,NULL,Makonde OT,Full Old Testament,2017,2020,Y,Y,N,Africa,Mozambique,1637000,0,10,10,0,200629.22,200629.22
21066-,UID2106600000,21066,21066,NULL,NULL,Project,Makori,NULL,Makori,New Testament Portions-not a Gospel,2017,2020,Y,Y,N,Africa,Africa,800000,2,8,10,20000,201395.86,221395.86
70356-,UID7035600000,70356,70356,NULL,NULL,Project,Malfaxal 2,NULL,Malfaxal 2,A Gospel,2016,2017,Y,Y,N,Pacific,Vanuatu,800,5,5,10,21078.08,5323.86,26401.94
20765-,UID2076500000,20765,20765,NULL,NULL,Project,Manding Cluster 2,NULL,Manding Cluster 2,A Gospel Genesis,2015,2018,Y,Y,Y,Africa,Côte d'Ivoire,429000,8,32,40,147200.04,366574.07,513774.11
20765-2388,UID2076502388,2076500125,20765,2388,125,Language,Manding Cluster 2,Koyaga,Manding Cluster 2-Koyaga,A Gospel Genesis,2012,2018,Y,Y,N,Africa,Côte d'Ivoire,60000,2,8,10,33806.39,92143.52,125949.91
20765-2389,UID2076502389,2076500126,20765,2389,126,Language,Manding Cluster 2,Wojenaka,Manding Cluster 2-Wojenaka,A Gospel Genesis,2012,2018,Y,Y,N,Africa,Côte d'Ivoire,120000,2,8,10,35806.38,92143.52,127949.9
20765-2390,UID2076502390,2076500127,20765,2390,127,Language,Manding Cluster 2,Worodougou,Manding Cluster 2-Worodougou,A Gospel Genesis,2012,2018,Y,Y,N,Africa,Côte d'Ivoire,80000,2,8,10,38806.39,90143.52,128949.91
20765-2406,UID2076502406,2076500128,20765,2406,128,Language,Manding Cluster 2,Mahou,Manding Cluster 2-Mahou,A Gospel Genesis,2012,2018,Y,Y,N,Africa,Côte d'Ivoire,169000,2,8,10,38780.88,92143.52,130924.4
30316-,UID3031600000,30316,30316,NULL,NULL,Project,Mangali,NULL,Mangali,Full New Testament,2017,2019,Y,Y,N,Asia,Philippines,12000,2,8,10,70,108689.46,108759.46
20375-,UID2037500000,20375,20375,NULL,NULL,Project,Mango 2,NULL,Mango 2,Full New Testament Jesus Film,2015,2019,Y,Y,N,Africa,Chad,108000,9,1,10,123852.88,100576.62,224429.5
28300-,UID2830000000,28300,28300,NULL,NULL,Project,Manjaku NT,NULL,Manjaku NT,Full New Testament,2008,2016,Y,N,N,Africa,Guinea-Bissau,285000,11,0,10,462101.52,0,462101.52
